,Title,Budget
5229,American Graffiti,777000
5230,Iraq for Sale: The War Profiteers,775000
5231,Kevin Hart: Laugh at My Pain,750000
5232,Aqua Teen Hunger Force Colon Movie Film for Theaters,750000
5233,Safety Not Guaranteed,750000
5234,The Innkeepers,750000
5235,Il conformista,750000
5236,Interview with the Assassin,750000
5237,Undead,750000
5238,Donkey Punch,750000
5239,All the Boys Love Mandy Lane,750000
5240,Destiny,750000
5241,Bled,750000
5242,Adulterers,750000
5243,La mariÃ©e Ã©tait en noir,747000
5244,High Noon,730000
5245,Hoop Dreams,700000
5246,Rize,700000
5247,Half Nelson,700000
5248,L.I.E.,700000
5249,Columbus,700000
5250,Naturally Native,700000
5251,B-Girl,700000
5252,Walter,700000
5253,King Kong,672000
5254,House of Wax,658000
5255,Hav Plenty,650000
5256,Escape from Tomorrow,650000
5257,After,650000
5258,The Hadza: Last of the First,650000
5259,Starsuckers,640000
5260,Treachery,625000
5261,Top Hat,609000
5262,The Blair Witch Project,600000
5263,Woodstock,600000
5264,The Kentucky Fried Movie,600000
5265,Per qualche dollaro in piÃ¹,600000
5266,Mercy Streets,600000
5267,Water & Power,600000
5268,Arnolds Park,600000
5269,Broken Vessels,600000
5270,Drunk Wedding,600000
5271,They Will Have to Kill Us First,600000
5272,Crop Circles: Quest for Truth,600000
5273,"""The Maids Room""",600000
5274,Light from the Darkroom,600000
5275,Irreplaceable,600000
5276,"""A Hard Days Night""",560000
5277,The Harvest/La Cosecha,560000
5278,Julija in alfa Romeo,560000
5279,Mata Hari,558000
5280,Friday the 13th,550000
5281,Love Letters,550000
5282,Faith Connections,550000
5283,High Road,546173
5284,Fireproof,500000
5285,Benji,500000
5286,Open Water,500000
5287,Kingdom of the Spiders,500000
5288,Mad Hot Ballroom,500000
5289,The Station Agent,500000
5290,To Save a Life,500000
5291,Wordplay,500000
5292,Beyond the Mat,500000
5293,The Singles Ward,500000
5294,Sholem Aleichem: Laughing in the Darkness,500000
5295,Osama,500000
5296,Groove,500000
5297,The R.M.,500000
5298,Twin Falls Idaho,500000
5299,Mean Creek,500000
5300,Drinking Buddies,500000
5301,Hurricane Streets,500000
5302,Never Again,500000
5303,Shichinin no samurai,500000
5304,Civil Brand,500000
5305,Monsters,500000
5306,Lonesome Jim,500000
5307,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000
5308,The Other Dream Team,500000
5309,O Menino e o Mundo,500000
5310,Rubber,500000
5311,Johnny Suede,500000
5312,Finishing the Game,500000
5313,Kiss the Bride,500000
5314,The Journey,500000
5315,Home,500000
5316,The Slaughter Rule,500000
5317,The Living Wake,500000
5318,Scott Walker: 30 Century Man,500000
5319,The Californians,500000
5320,Born to Fly: Elizabeth Streb vs. Gravity,500000
5321,Detention of the Dead,500000
5322,Higher Power,500000
5323,Feng kuang de shi tou,500000
5324,Now is Good,500000
5325,Griffin & Phoenix,500000
5326,Everything Put Together,500000
5327,Drones,500000
5328,Enter Nowhere,500000
5329,Girls Gone Dead,500000
5330,Insomnia Manica,500000
5331,America Is Still The Place,500000
5332,The Outrageous Sophie Tucker,500000
5333,Subconscious,500000
5334,Roadside,500000
5335,Diamond Rufff,500000
5336,Love in the Time of Monsters,500000
5337,El rey de Najayo,500000
5338,Fight to the Finish,500000
5339,Bucky and the Squirrels,500000
5340,Going Under,500000
5341,Crossroads,500000
5342,"""Alleluia! The Devils Carnival""",500000
5343,Brooklyn Bizarre,500000
5344,Crabs!,500000
5345,The Sound and the Shadow,500000
5346,Rodeo Girl,500000
5347,The Little Ponderosa Zoo,500000
5348,The Toxic Avenger,475000
5349,Paranormal Activity,450000
5350,Straight out of Brooklyn,450000
5351,Brick,450000
5352,Sunday,450000
5353,Conversations with Other Women,450000
5354,"""Siakh lokhamim: haslilim hagnouzim""",450000
5355,Poultrygeist: Night of the Chicken Dead,450000
5356,As It Is in Heaven,450000
5357,Mutual Friends,450000
5358,Rise Of the Entrepreneur - The Search For A Better Way,450000
5359,42nd Street,439000
5360,Metropolitan,430000
5361,Gory Gory Hallelujah,425000
5362,Blue Ruin,420000
5363,Napoleon Dynamite,400000
5364,Monty Python and the Holy Grail,400000
5365,Quinceanera,400000
5366,Dogtown and Z-Boys,400000
5367,Heroes,400000
5368,Tarnation,400000
5369,I Want Your Money,400000
5370,"""E tu vivrai nel terrore - LaldilÃ\xa0""",400000
5371,Home Movies,400000
5372,Jackpot,400000
5373,Fabled,400000
5374,The Dark Hours,400000
5375,Viskningar och rop,400000
5376,My Beautiful Laundrette,400000
5377,Show Me,400000
5378,Pancakes,400000
5379,Intolerance,385907
5380,The Broadway Melody,379000
5381,The Evil Dead,375000
5382,Trekkies,375000
5383,Maniac,350000
5384,American Ninja 2: The Confrontation,350000
5385,Murderball,350000
5386,My Dog Tulip,350000
5387,51 Birch Street,350000
5388,Revolution#9,350000
5389,Royal Kill,350000
5390,Rotor DR1,350000
5391,12 Angry Men,340000
5392,Halloween,325000
5393,It Happened One Night,325000
5394,Kynodontas,323000
5395,Tumbleweeds,312000
5396,Tupac Resurrection,300000
5397,"""Gods Army""",300000
5398,Pieces of April,300000
5399,"""When The Cats Away""",300000
5400,Wendy and Lucy,300000
5401,"""Lets Talk About Sex""",300000
5402,Old Joy,300000
5403,First Morning,300000
5404,Pierrot le fou,300000
5405,The Watermelon Woman,300000
5406,3 Backyards,300000
5407,Sisters in Law,300000
5408,Nothing But a Man,300000
5409,Ayurveda: Art of Being,300000
5410,First Love Last Rites,300000
5411,Fighting Tommy Riley,300000
5412,Locker 13,300000
5413,The Looking Glass,300000
5414,All You Need Is Love,300000
5415,Death Race 2000,300000
5416,Some Guy Who Kills People,300000
5417,Midnight Cabaret,300000
5418,Teeth and Blood,300000
5419,Walking to Paris,300000
5420,"""Andersons Cross""",300000
5421,"""Amidst the Devils Wings""",300000
5422,Death Calls,290000
5423,Compliance,270000
5424,Graduation Day,250000
5425,Chasing Amy,250000
5426,Lovely and Amazing,250000
5427,Sleight,250000
5428,Better Luck Tomorrow,250000
5429,Like Crazy,250000
5430,The Incredibly True Adventure of Two Girls in Love,250000
5431,Chuck&Buck,250000
5432,American Desi,250000
5433,Cube,250000
5434,Love and Other Catastrophes,250000
5435,I Married a Strange Person,250000
5436,November,250000
5437,Sugar Town,250000
5438,Happy Valley,250000
5439,The Canyons,250000
5440,The Motel,250000
5441,On the Outs,250000
5442,Shotgun Stories,250000
5443,Nightlights,250000
5444,Test,250000
5445,The Sticky Fingers of Time,250000
5446,Along the Roadside,250000
5447,Sunday School Musical,250000
5448,Rust,250000
5449,The Christmas Bunny,250000
5450,Ink,250000
5451,The Frozen,250000
5452,Jesus People,250000
5453,Butterfly,250000
5454,UnDivided,250000
5455,Horse Camp,250000
5456,Give Me Shelter,250000
5457,Rock the House,250000
5458,Shooting the Warwicks,250000
5459,The Love Letter,250000
5460,Western Religion,250000
5461,4/11,250000
5462,The Big Parade,245000
5463,Little Big Top,240000
5464,Bronson,230000
5465,Burn,225000
5466,Urbania,225000
5467,The Beast from 20000 Fathoms,210000
5468,The Stewardesses,200000
5469,Mad Max,200000
5470,20000 Leagues Under the Sea,200000
5471,Swingers,200000
5472,Per un pugno di dollari,200000
5473,The Grace Card,200000
5474,She Done Him Wrong,200000
5475,Trois,200000
5476,The Overnight,200000
5477,Short Cut to Nirvana: Kumbh Mela,200000
5478,Middle of Nowhere,200000
5479,Call+Response,200000
5480,The Business of Fancy Dancing,200000
5481,Hybrid,200000
5482,Baghead,200000
5483,Malevolence,200000
5484,Side Effects,200000
5485,Good Dick,200000
5486,The Case of the Grinning Cat,200000
5487,Solitude,200000
5488,The Word,200000
5489,The Trials of Darryl Hunt,200000
5490,The Man From Earth,200000
5491,Samantha: An American Girl Holiday,200000
5492,Yesterday Was a Lie,200000
5493,Archaeology of a Woman,200000
5494,Sanctuary; Quite a Conundrum,200000
5495,Theresa Is a Mother,200000
5496,Perfect Cowboy,200000
5497,H.,200000
5498,Weekend,190000
5499,Bacheha-Ye aseman,180000
5500,Butterfly Girl,180000
5501,Arrowhead,180000
5502,"""Shes Gotta Have It""",175000
5503,Another Earth,175000
5504,Sparrows Dance,175000
5505,Heroes of Dirt,175000
5506,The Fits,170000
5507,Dolphin,170000
5508,Lumea e a mea,168000
5509,The Horse Boy,160000
5510,The Calling,160000
5511,"""Sweet Sweetbacks Baad Asssss Song""",150000
5512,Once,150000
5513,Tadpole,150000
5514,The Woman Chaser,150000
5515,Antarctic Edge: 70Âº South,150000
5516,Top Spin,150000
5517,Speak No Evil,150000
5518,A Charlie Brown Christmas,150000
5519,Aroused,150000
5520,Escaping the Holocost,150000
5521,The Texas Chainsaw Massacre,140000
5522,Roger & Me,140000
5523,Sound of My Voice,135000
5524,Cat People,134000
5525,An American in Hollywood,125000
5526,The Brain That Sings,125000
5527,Romantic Schemer,125000
5528,"""Your Sisters Sister""",120000
5529,The Blood of My Brother: A Story of Death in Iraq,120000
5530,"""A Dogs Breakfast""",120000
5531,Une Femme MariÃ©e,120000
5532,Night of the Living Dead,114000
5533,The Birth of a Nation,110000
5534,The Work and the Story,103000
5535,The Gallows,100000
5536,Facing the Giants,100000
5537,Eraserhead,100000
5538,Hollywood Shuffle,100000
5539,Over the Hill to the Poorhouse,100000
5540,The Mighty,100000
5541,Penitentiary,100000
5542,The Lost Skeleton of Cadavra,100000
5543,Cheap Thrills,100000
5544,The Past is a Grotesque Animal,100000
5545,Keeping it Real: The Adventures of Greg Walloch,100000
5546,Indie Game: The Movie,100000
5547,"""Dude Wheres My Dog""",100000
5548,Echo Dr.,100000
5549,Closure,100000
5550,Lunchtime Heroes,100000
5551,Open Secret,100000
5552,The Night Visitor,100000
5553,Tiger Orange,100000
5554,The Last House on the Left,87000
5555,The Foot Fist Way,79000
5556,Dawn of the Crescent Moon,75000
5557,Queen Crab,75000
5558,Happy Christmas,70000
5559,Peace Propaganda and the Promised Land,70000
5560,Absentia,70000
5561,Pi,68000
5562,"""I Love You â\x80¦ Dont Touch Me!""",68000
5563,20 Dates,66000
5564,Super Size Me,65000
5565,Supporting Characters,60000
5566,The FP,60000
5567,Hayride,60000
5568,"""The Brain That Wouldnt Die""",60000
5569,The Dirties,55000
5570,The Brothers McMullen,50000
5571,Gabriela,50000
5572,Tiny Furniture,50000
5573,The Signal,50000
5574,Counting,50000
5575,Big Things,50000
5576,The Call of Cthulhu,50000
5577,Bending Steel,50000
5578,Run Hide Die,50000
5579,The Image Revolution,50000
5580,A True Story,45000
5581,George Washington,42000
5582,This Is Martin Bonner,42000
5583,Smiling Fish and Goat on Fire,40000
5584,The Exploding Girl,40000
5585,Raymond Did It,40000
5586,Foreign Letters,40000
5587,The Last Waltz,35000
5588,Her Cry: La Llorona Investigation,35000
5589,Happy 40th,35000
5590,"""The Legend of Gods Gun""",30000
5591,Mutual Appreciation,30000
5592,Funny Ha Ha,30000
5593,Down Terrace,30000
5594,Paraphobia,30000
5595,Clerks,27000
5596,Pink Narcissus,27000
5597,Emily,27000
5598,Deep Throat,25000
5599,In the Company of Men,25000
5600,The Terrorist,25000
5601,Exeter,25000
5602,Manito,25000
5603,Ten,25000
5604,Dutch Kills,25000
5605,Slacker,23000
5606,Dry Spell,22000
5607,Flywheel,20000
5608,All Superheroes Must Die,20000
5609,The Front Man,20000
5610,Steel Spirit,20000
5611,The Ridges,17300
5612,The Puffy Chair,15000
5613,Breaking Upwards,15000
5614,Stories of Our Lives,15000
5615,Pink Flamingos,12000
5616,"""Grip: A Criminals Story""",12000
5617,Tin Can Man,12000
5618,Dayereh,10000
5619,Clean,10000
5620,Cure,10000
5621,On the Downlow,10000
5622,Bang,10000
5623,The Rise and Fall of Miss Thang,10000
5624,Family Motocross,10000
5625,Newlyweds,9000
5626,El Mariachi,7000
5627,Primer,7000
5628,Cavite,7000
5629,The Mongol King,7000
5630,Following,6000
5631,Return to the Land of Wonders,5000
5632,A Plague So Pleasant,1400
5633,My Date With Drew,1100
